merchant_name,expense,category,mcc,amount,date
Museum of History,Entertainment,Theaters,,33.68,2023-04-23
XYZ Electricity,Utilities,Utilities,,119.12,2023-04-09
Uptown Rentals,Rent,Housing,,300,2023-03-31
AMC Theaters,Entertainment,Motion Pictures,,46.6,2023-03-04
eBay,MISC,Department Stores,,0,2023-04-07
Walmart,Groceries,Markets,5499,132.02,2023-03-30
Macy's,Clothes,Clothing & Shoes,,112.19,2023-04-07
Walmart,Electronics,Computer Software Stores,,1298.97,2023-04-04
Starbucks,Food,Dining,5812,121.48,2023-03-16
Walmart,Health,Health,,90.87,2023-03-15
Tobu,Groceries,Miscellaneous Food Stores,,120.53,2023-03-27
Six Flags,Entertainment,Motion Picture Theaters,,87.7,2023-04-14
Sega,Electronics,Electronics,,1397.32,2023-04-20
Gyomu Supermarket,Groceries,Convenience Stores,5441,38.12,2023-04-25
Walmart,Clothes,Apparel,,228.96,2023-04-02
Amazon,MISC,Variety Stores,,0,2023-04-09
Main Street Condos,Rent,Housing,,300,2023-04-15
Best Buy,Electronics,Electronics,5735,1996.36,2023-03-28
Sega,Electronics,Gaming,,1091.94,2023-05-02
McDonalds,Food,Dining,,126.86,2023-03-26
Samsung,Electronics,Computer Software Stores,5730,162.53,2023-03-01
ABC Water,Utilities,Utilities,,157.52,2023-03-10
Costco,MISC,Stationery Goods,,0,2023-03-27
CVS,Health,Pharmaceuticals,5912,160.94,2023-04-19
JUTC,Transportation,Public Transportation,,13.71,2023-03-27
Hilo,Groceries,Markets,,99.23,2023-05-11
PQR Internet,Utilities,Utilities,,142.23,2023-03-21
Amazon,Electronics,Mobile Accessories,,867.55,2023-03-07
Amazon,Health,Pharmaceuticals,,493.52,2023-03-30
Yellow Cab,Transportation,Taxi Cabs,,10.41,2023-03-13
ABC Water,Utilities,Utilities,,76.14,2023-04-20
Mo's Motel,MISC,Department Stores,,0,2023-04-06
CVS,Health,Drug Stores,5912,346.38,2023-03-16
Uber,Transportation,Bus Lines,,16.56,2023-04-21
Target,MISC,Variety Stores,,0,2023-05-08
CVS,Health,Pharmaceuticals,,164.43,2023-03-07
Main Street Condos,Rent,Housing,,300,2023-03-13
Disney Land,Entertainment,Motion Pictures,7832,35.25,2023-05-15
Panasonic,Electronics,Electronics,,1889.57,2023-03-02
Gyomu Supermarket,Groceries,Supermarkets,5499,17.48,2023-03-02
Uptown Rentals,Rent,Housing,,300,2023-04-29
Amazon,Health,Health,,419.18,2023-04-16
Tobu Zoo,Entertainment,Theaters,,11.64,2023-04-19
GU,Clothes,Accessories,,287.28,2023-03-19
Starbucks,Food,Meals,,137.24,2023-04-15
Walmart,Groceries,Specialty Food Markets,5441,61.3,2023-04-07
Target,Food,Meals,5814,54.53,2023-04-26
XYZ Housing,Rent,Housing,,300,2023-05-15
Amazon,Health,Pharmaceuticals,,484.91,2023-04-11
Subway,Food,Fast Food Restaurants,,54.99,2023-04-19
Amazon,Groceries,Supermarkets,,147.5,2023-04-04
Burger King,Food,Bars,,61.57,2023-03-27
XYZ Electricity,Utilities,Utilities,,114.47,2023-04-15
Amazon,Health,Health,,180.4,2023-04-13
Subway,Food,Meals,,140.31,2023-04-12
H&M,Clothes,Commercial Footwear,,86.79,2023-03-28
H&M,Clothes,Commercial Footwear,5619,224.3,2023-05-04
Amazon,Electronics,Electronics,,484.39,2023-03-04
Megamart,Groceries,Miscellaneous Food Stores,,140.53,2023-03-24
TGI Fridays,Food,Fast Food Restaurants,5812,105.94,2023-04-28
TGI Fridays,Food,Dining,,91.0,2023-03-10
Sony,Electronics,Computer Software Stores,,1684.64,2023-04-14
Trader joe's,Groceries,Convenience Stores,,125.8,2023-04-02
Office Depot,MISC,Variety Stores,,0,2023-03-07
Yellow Cab,Transportation,Local Transit,,9.38,2023-05-02
Macy's,Clothes,Accessories,,194.67,2023-04-25
MNO Gas,Utilities,Utilities,,154.7,2023-04-02
Apple Store,Electronics,Computer Software Stores,,1494.8,2023-03-21
PQR Internet,Utilities,Utilities,,154.95,2023-05-01
Tasty's,Food,Restaurant & Dining,5813,76.35,2023-03-05
Sega,Electronics,Gaming,,395.05,2023-04-23
Tasty's,Food,Bars,,70.03,2023-03-16
Nintendo,Electronics,Electronics,,1617.5,2023-05-07
Main Street Condos,Rent,Housing,,300,2023-04-07
Amazon,Groceries,Specialty Food Markets,,83.9,2023-03-16
Dentist,MISC,Stationery Goods,,0,2023-03-12
Home Depot,MISC,Miscellaneous,,0,2023-03-04
Nintendo,Electronics,Gaming,,1241.47,2023-03-21
Gyomu Supermarket,Groceries,Convenience Stores,5462,44.11,2023-04-03
Dollar General,Groceries,Miscellaneous Food Stores,,109.05,2023-04-25
Amazon,Clothes,Commercial Footwear,,268.22,2023-04-02
Amazon,MISC,Miscellaneous,7080,0,2023-03-25
Tobu,Groceries,Convenience Stores,5499,90.57,2023-04-19
Amazon,Health,Health,,89.28,2023-03-25
MNO Gas,Utilities,Utilities,,75.82,2023-05-06
Tobu Zoo,Entertainment,Tourist Attractions,,62.75,2023-04-24
Target,Clothes,Men's Clothing,,65.45,2023-04-18
H&M,Clothes,Apparel,,252.93,2023-04-30
Starbucks,Food,Restaurant & Dining,,72.88,2023-04-03
MNO Gas,Utilities,Utilities,,141.29,2023-03-18
Puma,Clothes,Commercial Footwear,,42.53,2023-04-16
Tobu,Groceries,Convenience Stores,,75.22,2023-04-11
ABC Apartments,Rent,Housing,6513,300,2023-04-15
Dollar General,Groceries,Miscellaneous Food Stores,,85.91,2023-03-12
Sega,Electronics,Gaming,,1142.75,2023-05-06
XYZ Housing,Rent,Housing,,300,2023-03-04
PQR Internet,Utilities,Utilities,,73.04,2023-04-19
Walmart,Groceries,Convenience Stores,,79.16,2023-03-30
MNO Gas,Utilities,Utilities,4857,157.0,2023-03-01
Trader joe's,Groceries,Convenience Stores,,147.24,2023-04-02
Tobu Zoo,Entertainment,Motion Pictures,7832,22.34,2023-04-06
Aliexpress,Clothes,Commercial Footwear,,117.34,2023-03-27
PQR Internet,Utilities,Utilities,,72.11,2023-05-09
Yellow Cab,Transportation,Bus Lines,,9.94,2023-04-04
ABC Apartments,Rent,Housing,6513,300,2023-03-21
CVS,Health,Pharmaceuticals,5912,108.7,2023-03-27
Nike,Clothes,Clothing & Shoes,,236.3,2023-03-10
Dollar General,Groceries,Markets,5422,144.05,2023-04-09
XYZ Housing,Rent,Housing,6513,300,2023-05-04
KFC,Food,Restaurant & Dining,,82.0,2023-04-05
Amazon,Electronics,Computer Software Stores,,750.83,2023-03-04
Nintendo,Electronics,Gaming,,76.16,2023-03-07
Disney Land,Entertainment,Carnival,,111.13,2023-04-29
Amazon,Health,Pharmaceuticals,5912,365.41,2023-03-13
ABC Water,Utilities,Utilities,,54.28,2023-05-09
Main Street Condos,Rent,Housing,,300,2023-03-17
Walmart,Health,Drug Stores,,314.02,2023-04-03
Target,Groceries,Convenience Stores,,44.21,2023-04-22
Walmart,Clothes,Apparel,,146.12,2023-03-01
AMC Theaters,Entertainment,Carnival,,92.19,2023-04-24
Disney Land,Entertainment,Motion Picture Theaters,,101.03,2023-05-05
Walmart,Health,Pharmaceuticals,5912,97.97,2023-04-19
Target,Electronics,Electronics,,1059.18,2023-05-10
Megamart,Groceries,Markets,,137.68,2023-03-06
Target,Clothes,Accessories,,144.86,2023-03-13
XYZ Housing,Rent,Housing,,300,2023-03-28
Tobu Zoo,Entertainment,Fair,,41.02,2023-03-29
Regal Cinemas,Entertainment,Tourist Attractions,,117.05,2023-04-10
Burger King,Food,Fast Food Restaurants,,147.64,2023-05-07
Walmart,Health,Health,5912,33.49,2023-05-11
PQR Internet,Utilities,Utilities,,119.76,2023-03-25
Seven Eleven,Groceries,Specialty Food Markets,,74.97,2023-03-11
Tobu,Groceries,Convenience Stores,,129.71,2023-03-10
City Park,Entertainment,Motion Picture Theaters,,12.14,2023-04-15
Adidas,Clothes,Commercial Footwear,5609,90.06,2023-03-14
Zara,Clothes,Men's Clothing,,148.82,2023-04-12
Sony,Electronics,Gaming,,1507.69,2023-03-27
Family Mart,Groceries,Miscellaneous Food Stores,,15.53,2023-04-18
Aliexpress,MISC,Stationery Goods,,0,2023-04-28
ABC Apartments,Rent,Housing,,300,2023-04-01
Bed Bath & Beyond,MISC,Stationery Goods,,0,2023-04-28
Sony,Electronics,Mobile Accessories,,1255.26,2023-03-24
ABC Water,Utilities,Utilities,,89.7,2023-04-02
PQR Internet,Utilities,Utilities,,111.31,2023-05-06
Adidas,Clothes,Men's Clothing,,50.21,2023-04-08
Uber,Transportation,Bus Lines,,13.29,2023-04-03
MNO Gas,Utilities,Utilities,,131.49,2023-04-16
Bed Bath & Beyond,MISC,Miscellaneous,,0,2023-03-23
Museum of History,Entertainment,Carnival,,31.68,2023-04-06
XYZ Housing,Rent,Housing,,300,2023-04-13
Juicy,Food,Dining,5812,120.79,2023-05-01
XYZ Housing,Rent,Housing,6513,300,2023-04-21
Zara,Clothes,Men's Clothing,,73.63,2023-03-18
Costco,MISC,Stationery Goods,,0,2023-04-24
Megamart,Groceries,Convenience Stores,,66.22,2023-04-09
Amazon,Health,Pharmaceuticals,,326.95,2023-03-03
PQR Internet,Utilities,Utilities,,195.79,2023-03-27
Dentist,MISC,Department Stores,,0,2023-05-07
Home Depot,MISC,Department Stores,,0,2023-05-09
Holiday Inn,MISC,Stationery Goods,6434,0,2023-05-15
GU,Clothes,Accessories,,49.38,2023-05-04
Nintendo,Electronics,Gaming,5735,1649.48,2023-03-31
Uber,Transportation,Bus Lines,,19.97,2023-04-16
Walmart,Food,Fast Food Restaurants,,144.01,2023-04-10
Yellow Cab,Transportation,Bus Lines,,12.74,2023-04-03
Gyomu Supermarket,Groceries,Markets,5499,106.73,2023-05-06
Panasonic,Electronics,Computer Software Stores,,1258.65,2023-03-23
Dollar General,Groceries,Miscellaneous Food Stores,,144.69,2023-04-06
Juicy,Food,Fast Food Restaurants,,118.01,2023-04-14
Nike,Clothes,Accessories,,31.43,2023-03-31
Macy's,Clothes,Commercial Footwear,,294.4,2023-05-05
Megamart,Groceries,Convenience Stores,,83.37,2023-03-29
Target,Groceries,Convenience Stores,,123.11,2023-03-23
Lyft,Transportation,Local Transit,,9.51,2023-03-24
Bed Bath & Beyond,MISC,Wholesale Clubs,,0,2023-04-05
Best Buy,Electronics,Gaming,,357.38,2023-04-07
Nintendo,Electronics,Gaming,,1016.34,2023-03-27
AMC Theaters,Entertainment,Fair,,80.72,2023-05-15
Aliexpress,Electronics,Computer Software Stores,,465.37,2023-04-20
Target,MISC,Miscellaneous,,0,2023-03-30
Target,Electronics,Gaming,,1215.4,2023-04-18
XYZ Electricity,Utilities,Utilities,,72.8,2023-03-30
Amazon,Electronics,Electronics,,768.17,2023-03-24
Yellow Cab,Transportation,Local Transit,,14.49,2023-03-04
CVS,Health,Pharmaceuticals,5912,50.99,2023-03-30
ABC Water,Utilities,Utilities,,174.31,2023-03-25
Zara,Clothes,Apparel,,252.49,2023-03-30
Yellow Cab,Transportation,Taxi Cabs,,9.3,2023-05-15
Target,Electronics,Computer Software Stores,,1160.64,2023-05-08
Yellow Cab,Transportation,Public Transportation,,16.12,2023-04-24
MNO Gas,Utilities,Utilities,,110.17,2023-05-14
PQR Internet,Utilities,Utilities,4918,93.46,2023-04-09
Amazon,MISC,Stationery Goods,,0,2023-03-25
PQR Internet,Utilities,Utilities,,95.4,2023-04-04
Amazon,Groceries,Convenience Stores,,49.52,2023-03-02
Main Street Condos,Rent,Housing,,300,2023-03-21
McDonalds,Food,Meals,,39.59,2023-04-24
Tobu Aquarium,Entertainment,Theaters,,93.94,2023-04-16
XYZ Electricity,Utilities,Utilities,,73.32,2023-03-05
City Park,Entertainment,Tourist Attractions,,77.8,2023-03-31
Amazon,Health,Health,5912,30.99,2023-04-02
Tobu Aquarium,Entertainment,Theaters,7996,116.22,2023-04-28
Uptown Rentals,Rent,Housing,,300,2023-03-22
Uber,Transportation,Local Transit,,14.22,2023-04-06
Family Mart,Groceries,Convenience Stores,,21.61,2023-04-09
Sony,Electronics,Mobile Accessories,,248.32,2023-03-19
Ikea,MISC,Stationery Goods,5998,0,2023-05-11
XYZ Electricity,Utilities,Utilities,,119.3,2023-04-24
City Bus,Transportation,Taxi Cabs,,15.97,2023-03-06
JUTC,Transportation,Taxi Cabs,,12.95,2023-04-28
Subway,Food,Restaurant & Dining,,78.28,2023-04-09
ABC Apartments,Rent,Housing,,300,2023-05-10
Tobu Zoo,Entertainment,Exhibits,,74.93,2023-04-16
Family Mart,Groceries,Convenience Stores,,145.43,2023-04-07
Lyft,Transportation,Bus Lines,,18.82,2023-04-18
Donquiote,Clothes,Accessories,,114.54,2023-03-28
Aliexpress,Clothes,Commercial Footwear,,114.36,2023-05-12
Walmart,Groceries,Supermarkets,5499,32.43,2023-05-15
Bed Bath & Beyond,MISC,Variety Stores,,0,2023-03-04
KFC,Food,Bars,,135.32,2023-03-26
Costco,MISC,Variety Stores,6341,0,2023-05-01
Walmart,Groceries,Miscellaneous Food Stores,,95.3,2023-04-02
ABC Water,Utilities,Utilities,,58.86,2023-03-11
Carib,Entertainment,Fair,7832,118.17,2023-03-17
Amazon,Health,Pharmaceuticals,,473.98,2023-03-15
XYZ Housing,Rent,Housing,,300,2023-03-18
Six Flags,Entertainment,Motion Picture Theaters,7991,100.88,2023-04-13
Aliexpress,MISC,Department Stores,,0,2023-03-09
Trader joe's,Groceries,Markets,,147.85,2023-03-29
eBay,MISC,Variety Stores,,0,2023-03-02
CVS,Health,Health,,317.37,2023-04-13
Walmart,Clothes,Accessories,,60.14,2023-04-03
Amazon,MISC,Miscellaneous,,0,2023-05-04
Walmart,MISC,Stationery Goods,,0,2023-04-26
Seven Eleven,Groceries,Convenience Stores,,78.35,2023-04-07
XYZ Electricity,Utilities,Utilities,,198.57,2023-04-03
Aliexpress,Clothes,Clothing & Shoes,,260.25,2023-05-07
XYZ Electricity,Utilities,Utilities,,88.74,2023-04-03
Bed Bath & Beyond,MISC,Department Stores,,0,2023-04-23
Megamart,Groceries,Convenience Stores,5499,71.85,2023-03-26
Subway,Food,Restaurant & Dining,,20.41,2023-03-15
MNO Gas,Utilities,Utilities,,186.47,2023-03-07
Nintendo,Electronics,Electronics,,666.57,2023-04-22
Apple Store,Electronics,Gaming,,881.4,2023-04-22
Family Mart,Groceries,Specialty Food Markets,5422,100.97,2023-03-24
TGI Fridays,Food,Bars,,126.63,2023-05-06
Amazon,MISC,Department Stores,,0,2023-03-21
Yellow Cab,Transportation,Local Transit,,7.91,2023-04-16
Holiday Inn,MISC,Miscellaneous,,0,2023-04-27
XYZ Electricity,Utilities,Utilities,,145.75,2023-04-06
Amazon,Health,Pharmaceuticals,,193.78,2023-03-19
Uber,Transportation,Bus Lines,,13.11,2023-04-08
Uber,Transportation,Bus Lines,4511,19.32,2023-03-05
Macy's,Clothes,Accessories,,68.06,2023-04-03
XYZ Electricity,Utilities,Utilities,4888,84.62,2023-05-10
Regal Cinemas,Entertainment,Tourist Attractions,,45.48,2023-04-23
Samsung,Electronics,Computer Software Stores,,1508.04,2023-04-24
PQR Internet,Utilities,Utilities,,119.84,2023-03-14
McDonalds,Food,Meals,5812,32.13,2023-03-02
Hilo,Groceries,Markets,5411,34.7,2023-03-07
Panasonic,Electronics,Mobile Accessories,5725,966.91,2023-04-18
ABC Apartments,Rent,Housing,,300,2023-04-25
Nike,Clothes,Men's Clothing,,297.51,2023-03-21
Target,Food,Dining,,9.13,2023-03-21
Main Street Condos,Rent,Housing,6513,300,2023-04-27
Hilo,Groceries,Specialty Food Markets,,22.27,2023-03-25
Uptown Rentals,Rent,Housing,,300,2023-03-29
City Bus,Transportation,Local Transit,,15.79,2023-03-28
Target,Clothes,Men's Clothing,,114.48,2023-03-05
Uptown Rentals,Rent,Housing,,300,2023-04-15
Tobu Aquarium,Entertainment,Theaters,,111.17,2023-03-07
Donquiote,Clothes,Commercial Footwear,,26.08,2023-05-14
Yellow Cab,Transportation,Bus Lines,,9.87,2023-05-04
Museum of History,Entertainment,Exhibits,,90.21,2023-04-28
Disney Land,Entertainment,Motion Pictures,,99.13,2023-03-13
Walmart,Food,Dining,,53.61,2023-03-08
Aliexpress,MISC,Wholesale Clubs,6645,0,2023-04-15
Walmart,Health,Pharmaceuticals,,173.05,2023-03-17
Amazon,Clothes,Men's Clothing,,130.63,2023-04-24
City Hospital,MISC,Department Stores,,0,2023-03-03
CVS,Health,Drug Stores,,238.82,2023-04-27
City Bus,Transportation,Taxi Cabs,,16.17,2023-04-22
Nintendo,Electronics,Mobile Accessories,,1199.26,2023-04-02
Amazon,Clothes,Men's Clothing,,153.81,2023-04-11
Nike,Clothes,Apparel,,30.14,2023-05-07
Amazon,Health,Pharmaceuticals,,449.04,2023-04-12
Amazon,Clothes,Apparel,5619,230.72,2023-04-04
Tasty's,Food,Restaurant & Dining,,47.25,2023-04-15
Office Depot,MISC,Variety Stores,,0,2023-03-30
Gyomu Supermarket,Groceries,Markets,,22.84,2023-03-21
Museum of History,Entertainment,Amusement/Theme Parks,,99.31,2023-04-21
Uptown Rentals,Rent,Housing,,300,2023-04-23
JUTC,Transportation,Bus Lines,,18.89,2023-04-06
Lyft,Transportation,Bus Lines,4341,8.06,2023-05-09
City Bus,Transportation,Bus Lines,,8.02,2023-03-21
Target,Clothes,Apparel,,154.94,2023-03-02
GU,Clothes,Commercial Footwear,,104.28,2023-05-14
H&M,Clothes,Apparel,,293.84,2023-04-22
XYZ Housing,Rent,Housing,6513,300,2023-04-11
Bed Bath & Beyond,MISC,Miscellaneous,,0,2023-03-13
Seven Eleven,Groceries,Convenience Stores,,109.8,2023-03-05
Samsung,Electronics,Mobile Accessories,,149.67,2023-03-23
Walmart,Health,Health,,131.11,2023-05-08
Seven Eleven,Groceries,Convenience Stores,,146.49,2023-04-26
Amazon,Health,Pharmaceuticals,,48.45,2023-04-19
Walmart,MISC,Variety Stores,,0,2023-05-10
Best Buy,Electronics,Computer Software Stores,,829.06,2023-04-11
PQR Internet,Utilities,Utilities,4875,64.6,2023-04-15
KFC,Food,Bars,,138.0,2023-05-10
Dollar General,Groceries,Convenience Stores,,79.48,2023-05-14
Tasty's,Food,Bars,5812,71.22,2023-04-10
Juicy,Food,Dining,,101.22,2023-04-11
Disney Land,Entertainment,Motion Pictures,7998,112.1,2023-04-14
KFC,Food,Restaurant & Dining,,99.11,2023-05-04
ABC Apartments,Rent,Housing,,300,2023-05-15
Walmart,Groceries,Convenience Stores,,109.28,2023-03-30
Nintendo,Electronics,Electronics,,1254.23,2023-04-08
PQR Internet,Utilities,Utilities,,106.34,2023-04-23
Disney Land,Entertainment,Amusement/Theme Parks,7998,97.57,2023-05-14
Main Street Condos,Rent,Housing,,300,2023-05-12
Target,MISC,Miscellaneous,,0,2023-04-30
Walmart,Groceries,Specialty Food Markets,,12.54,2023-04-04
ABC Apartments,Rent,Housing,,300,2023-04-13
Tasty's,Food,Dining,5812,79.53,2023-03-26
Target,Groceries,Convenience Stores,,90.72,2023-05-09
XYZ Electricity,Utilities,Utilities,4826,72.96,2023-03-01
Cabbie,Transportation,Local Transit,,11.45,2023-05-11
ABC Apartments,Rent,Housing,,300,2023-04-30
MNO Gas,Utilities,Utilities,,154.53,2023-04-17
Amazon,Health,Health,5912,480.67,2023-04-28
Target,Clothes,Men's Clothing,,241.04,2023-05-11
Tasty's,Food,Meals,,25.99,2023-05-12
XYZ Housing,Rent,Housing,,300,2023-04-10
Amazon,Health,Pharmaceuticals,,306.77,2023-03-06
XYZ Housing,Rent,Housing,,300,2023-04-17
ABC Water,Utilities,Utilities,,174.47,2023-03-07
City Bus,Transportation,Public Transportation,,11.16,2023-03-24
Amazon,Groceries,Markets,,7.77,2023-03-08
Juicy,Food,Dining,,93.21,2023-05-11
PQR Internet,Utilities,Utilities,,97.99,2023-03-14
Macy's,Clothes,Commercial Footwear,,93.96,2023-04-04
Amazon,Health,Health,,373.78,2023-03-03
Target,Clothes,Commercial Footwear,,293.66,2023-03-07
ABC Water,Utilities,Utilities,,178.4,2023-04-11
Family Mart,Groceries,Specialty Food Markets,,146.2,2023-03-22
Cabbie,Transportation,Bus Lines,,8.57,2023-04-06
Uptown Rentals,Rent,Housing,,300,2023-03-06
Hilo,Groceries,Specialty Food Markets,,16.22,2023-04-30
Zara,Clothes,Men's Clothing,,127.67,2023-03-29
Museum of History,Entertainment,Carnival,,99.67,2023-04-09
Yellow Cab,Transportation,Taxi Cabs,4419,6.18,2023-04-30
Zara,Clothes,Apparel,,237.17,2023-03-11
Samsung,Electronics,Mobile Accessories,,1361.09,2023-03-31
PQR Internet,Utilities,Utilities,,181.18,2023-04-21
Aliexpress,MISC,Miscellaneous,7181,0,2023-04-01
Walmart,Groceries,Markets,,38.77,2023-05-15
Cabbie,Transportation,Public Transportation,,5.71,2023-04-02
MNO Gas,Utilities,Utilities,4922,148.17,2023-05-01
XYZ Electricity,Utilities,Utilities,,96.86,2023-05-14
City Bus,Transportation,Bus Lines,,16.3,2023-04-11
Amazon,Health,Drug Stores,,171.47,2023-04-12
Aliexpress,Clothes,Clothing & Shoes,5646,180.79,2023-03-03
Target,Food,Dining,,76.1,2023-04-24
Walmart,Electronics,Computer Software Stores,,597.07,2023-05-13
Lyft,Transportation,Taxi Cabs,,11.51,2023-05-05
Cabbie,Transportation,Local Transit,4418,5.13,2023-04-08
Samsung,Electronics,Gaming,5732,1302.73,2023-04-09
Target,Food,Bars,,15.75,2023-03-03
Sony,Electronics,Mobile Accessories,,1066.08,2023-03-06
Gap,Clothes,Accessories,,71.86,2023-04-30
Uptown Rentals,Rent,Housing,6513,300,2023-03-05
Six Flags,Entertainment,Theaters,,57.61,2023-03-09
AMC Theaters,Entertainment,Carnival,,64.09,2023-05-14
Yellow Cab,Transportation,Bus Lines,,15.92,2023-04-13
Gyomu Supermarket,Groceries,Markets,,103.95,2023-05-05
Sega,Electronics,Mobile Accessories,,620.68,2023-04-17
Sony,Electronics,Gaming,,175.24,2023-04-12
ABC Water,Utilities,Utilities,,168.3,2023-03-17
Subway,Food,Meals,,130.76,2023-03-28
PQR Internet,Utilities,Utilities,,199.98,2023-05-04
PQR Internet,Utilities,Utilities,,115.3,2023-05-11
Panasonic,Electronics,Mobile Accessories,,1241.73,2023-03-05
ABC Water,Utilities,Utilities,4964,74.7,2023-04-22
Amazon,Health,Drug Stores,,250.16,2023-03-02
McDonalds,Food,Restaurant & Dining,,64.89,2023-03-06
XYZ Electricity,Utilities,Utilities,,94.03,2023-04-28
Target,MISC,Department Stores,,0,2023-03-06
JUTC,Transportation,Bus Lines,,15.76,2023-03-28
GU,Clothes,Men's Clothing,5685,119.18,2023-03-30
PQR Internet,Utilities,Utilities,4945,51.5,2023-03-15
Lyft,Transportation,Taxi Cabs,,13.75,2023-04-29
MNO Gas,Utilities,Utilities,,166.88,2023-05-15
Adidas,Clothes,Commercial Footwear,,45.51,2023-03-24
Subway,Food,Bars,,28.57,2023-04-25
Hilo,Groceries,Specialty Food Markets,,103.57,2023-05-11
Walmart,MISC,Variety Stores,,0,2023-04-27
Zara,Clothes,Accessories,,140.13,2023-04-02
Aliexpress,Electronics,Computer Software Stores,,349.42,2023-03-27
Museum of History,Entertainment,Motion Picture Theaters,,97.17,2023-04-23
Museum of History,Entertainment,Exhibits,,107.4,2023-03-18
Disney Land,Entertainment,Tourist Attractions,,32.93,2023-03-04
Trader joe's,Groceries,Supermarkets,,80.37,2023-03-22
Aliexpress,MISC,Department Stores,,0,2023-04-29
Yellow Cab,Transportation,Taxi Cabs,4334,14.56,2023-03-23
Gyomu Supermarket,Groceries,Miscellaneous Food Stores,,115.59,2023-04-29
Walmart,Electronics,Mobile Accessories,,1607.57,2023-03-19
Yellow Cab,Transportation,Local Transit,,14.28,2023-03-26
Starbucks,Food,Restaurant & Dining,5814,27.24,2023-04-25
ABC Water,Utilities,Utilities,,181.19,2023-03-30
Megamart,Groceries,Convenience Stores,5422,118.33,2023-03-10
